Tiempo_ms,PWM_porcentaje,RPM
860,0,0.0000
862,0,0.0000
863,0,0.0000
865,0,0.0000
866,0,0.0000
867,0,0.0000
869,0,0.0000
870,0,0.0000
875,0,0.0000
877,0,0.0000
878,0,0.0000
879,0,0.0000
881,0,0.0000
882,0,0.0000
884,0,0.0000
885,0,0.0000
886,0,0.0000
888,0,0.0000
889,0,0.0000
891,0,0.0000
892,0,0.0000
893,0,0.0000
895,0,0.0000
896,0,0.0000
898,0,0.0000
899,0,0.0000
900,0,0.0000
902,0,0.0000
903,0,0.0000
904,0,0.0000
906,0,0.0000
907,0,0.0000
909,0,0.0000
910,0,0.0000
911,0,0.0000
913,0,0.0000
914,0,0.0000
916,0,0.0000
917,0,0.0000
918,0,0.0000
920,0,0.0000
921,0,0.0000
923,0,0.0000
924,0,0.0000
925,0,0.0000
927,0,0.0000
928,0,0.0000
930,0,0.0000
931,0,0.0000
932,0,0.0000
934,0,0.0000
935,0,0.0000
936,0,0.0000
938,0,0.0000
939,0,0.0000
941,0,0.0000
942,0,0.0000
943,0,0.0000
945,0,0.0000
946,0,0.0000
948,0,0.0000
949,0,0.0000
950,0,0.0000
952,0,0.0000
953,0,0.0000
955,0,0.0000
956,0,0.0000
957,0,0.0000
959,0,0.0000
960,0,0.0000
962,0,0.0000
963,0,0.0000
964,0,0.0000
966,0,0.0000
967,0,0.0000
968,0,0.0000
970,0,0.0000
971,0,0.0000
973,0,0.0000
974,0,0.0000
975,0,0.0000
977,0,0.0000
978,0,0.0000
980,0,0.0000
981,0,0.0000
982,0,0.0000
984,0,0.0000
1026,0,0.0000
1027,0,0.0000
1029,0,0.0000
1030,0,0.0000
1032,0,0.0000
1033,0,0.0000
1034,0,0.0000
1036,0,0.0000
1037,0,0.0000
1039,0,0.0000
1040,0,0.0000
1041,0,0.0000
1043,0,0.0000
1044,0,0.0000
1045,0,0.0000
1047,0,0.0000
1048,0,0.0000
1050,0,0.0000
1051,0,0.0000
1052,0,0.0000
1054,0,0.0000
1055,0,0.0000
1057,0,0.0000
1058,0,0.0000
1059,0,0.0000
1061,0,0.0000
1062,0,0.0000
1064,0,0.0000
1065,0,0.0000
1066,0,0.0000
1068,0,0.0000
1069,0,0.0000
1071,0,0.0000
1072,0,0.0000
1073,0,0.0000
1075,0,0.0000
1076,0,0.0000
1078,0,0.0000
1079,0,0.0000
1080,0,0.0000
1082,0,0.0000
1083,0,0.0000
1084,0,0.0000
1086,0,0.0000
1087,0,0.0000
1089,0,0.0000
1090,0,0.0000
1091,0,0.0000
1093,0,0.0000
1094,0,0.0000
1096,0,0.0000
1097,0,0.0000
1098,0,0.0000
1100,0,0.0000
1101,0,0.0000
1103,0,0.0000
1104,0,0.0000
1105,0,0.0000
1107,0,0.0000
1108,0,0.0000
1109,0,0.0000
1111,0,0.0000
1112,0,0.0000
1114,0,0.0000
1115,0,0.0000
1116,0,0.0000
1118,0,0.0000
1119,0,0.0000
1121,0,0.0000
1122,0,0.0000
1123,0,0.0000
1125,0,0.0000
1130,0,0.0000
1131,0,0.0000
1133,0,0.0000
1134,0,0.0000
1136,0,0.0000
1137,0,0.0000
1138,0,0.0000
1140,0,0.0000
1141,0,0.0000
1143,0,0.0000
1144,0,0.0000
1145,0,0.0000
1147,0,0.0000
1148,0,0.0000
1150,0,0.0000
1151,0,0.0000
1152,0,0.0000
1154,0,0.0000
1155,0,0.0000
1156,0,0.0000
1158,0,0.0000
1159,0,0.0000
1161,0,0.0000
1162,0,0.0000
1163,0,0.0000
1165,0,0.0000
1166,0,0.0000
1168,0,0.0000
1169,0,0.0000
1170,0,0.0000
1172,0,0.0000
1173,0,0.0000
1175,0,0.0000
1176,0,0.0000
1177,0,0.0000
1179,0,0.0000
1180,0,0.0000
1182,0,0.0000
1183,0,0.0000
1184,0,0.0000
1186,0,0.0000
1187,0,0.0000
1188,0,0.0000
1190,0,0.0000
1191,0,0.0000
1193,0,0.0000
1194,0,0.0000
1195,0,0.0000
1197,0,0.0000
1198,0,0.0000
1200,0,0.0000
1201,0,0.0000
1202,0,0.0000
1204,0,0.0000
1205,0,0.0000
1207,0,0.0000
1208,0,0.0000
1209,0,0.0000
1211,0,0.0000
1212,0,0.0000
1214,0,0.0000
1215,0,0.0000
1216,0,0.0000
1218,0,0.0000
1219,0,0.0000
1221,0,0.0000
1222,0,0.0000
1223,0,0.0000
1225,0,0.0000
1226,0,0.0000
1227,0,0.0000
1229,0,0.0000
1230,0,0.0000
1232,0,0.0000
1236,0,0.0000
1238,0,0.0000
1239,0,0.0000
1241,0,0.0000
1242,0,0.0000
1244,0,0.0000
1245,0,0.0000
1246,0,0.0000
1248,0,0.0000
1249,0,0.0000
1251,0,0.0000
1252,0,0.0000
1253,0,0.0000
1255,0,0.0000
1256,0,0.0000
1258,0,0.0000
1259,0,0.0000
1260,0,0.0000
1262,0,0.0000
1263,0,0.0000
1265,0,0.0000
1266,0,0.0000
1267,0,0.0000
1269,0,0.0000
1270,0,0.0000
1271,0,0.0000
1273,0,0.0000
1274,0,0.0000
1276,0,0.0000
1277,0,0.0000
1278,0,0.0000
1280,0,0.0000
1281,0,0.0000
1283,0,0.0000
1284,0,0.0000
1285,0,0.0000
1287,0,0.0000
1288,0,0.0000
1290,0,0.0000
1291,0,0.0000
1292,0,0.0000
1294,0,0.0000
1295,0,0.0000
1297,0,0.0000
1298,0,0.0000
1299,0,0.0000
1301,0,0.0000
1302,0,0.0000
1304,0,0.0000
1305,0,0.0000
1306,0,0.0000
1308,0,0.0000
1309,0,0.0000
1310,0,0.0000
1312,0,0.0000
1313,0,0.0000
1315,0,0.0000
1316,0,0.0000
1317,0,0.0000
1319,0,0.0000
1320,0,0.0000
1322,0,0.0000
1323,0,0.0000
1324,0,0.0000
1326,0,0.0000
1327,0,0.0000
1329,0,0.0000
1330,0,0.0000
1331,0,0.0000
1333,0,0.0000
1334,0,0.0000
1336,0,0.0000
1337,0,0.0000
1342,0,0.0000
1343,0,0.0000
1345,0,0.0000
1346,0,0.0000
1348,0,0.0000
1349,0,0.0000
1350,0,0.0000
1352,0,0.0000
1353,0,0.0000
1355,0,0.0000
1356,0,0.0000
1357,0,0.0000
1359,0,0.0000
1360,0,0.0000
1362,0,0.0000
1363,0,0.0000
1364,0,0.0000
1366,0,0.0000
1367,0,0.0000
1369,0,0.0000
1370,0,0.0000
1371,0,0.0000
1373,0,0.0000
1374,0,0.0000
1375,0,0.0000
1377,0,0.0000
1378,0,0.0000
1380,0,0.0000
1381,0,0.0000
1382,0,0.0000
1384,0,0.0000
1385,0,0.0000
1387,0,0.0000
1388,0,0.0000
1389,0,0.0000
1391,0,0.0000
1392,0,0.0000
1394,0,0.0000
1395,0,0.0000
1396,0,0.0000
1398,0,0.0000
1399,0,0.0000
1401,0,0.0000
1402,0,0.0000
1403,0,0.0000
1405,0,0.0000
1406,0,0.0000
1407,0,0.0000
1409,0,0.0000
1410,0,0.0000
1412,0,0.0000
1413,0,0.0000
1414,0,0.0000
1416,0,0.0000
1417,0,0.0000
1419,0,0.0000
1420,0,0.0000
1421,0,0.0000
1423,0,0.0000
1424,0,0.0000
1426,0,0.0000
1427,0,0.0000
1428,0,0.0000
1430,0,0.0000
1431,0,0.0000
1433,0,0.0000
1434,0,0.0000
1435,0,0.0000
1437,0,0.0000
1438,0,0.0000
1439,0,0.0000
1441,0,0.0000
1442,0,0.0000
1482,0,0.0000
1484,0,0.0000
1485,0,0.0000
1487,0,0.0000
1488,0,0.0000
1490,0,0.0000
1491,0,0.0000
1492,0,0.0000
1494,0,0.0000
1495,0,0.0000
1497,0,0.0000
1498,0,0.0000
1499,0,0.0000
1501,0,0.0000
1502,0,0.0000
1504,0,0.0000
1505,0,0.0000
1506,0,0.0000
1508,0,0.0000
1509,0,0.0000
1511,0,0.0000
1512,0,0.0000
1513,0,0.0000
1515,0,0.0000
1516,0,0.0000
1518,0,0.0000
1519,0,0.0000
1520,0,0.0000
1522,0,0.0000
1523,0,0.0000
1524,0,0.0000
1526,0,0.0000
1527,0,0.0000
1529,0,0.0000
1530,0,0.0000
1531,0,0.0000
1533,0,0.0000
1534,0,0.0000
1536,0,0.0000
1537,0,0.0000
1538,0,0.0000
1540,0,0.0000
1541,0,0.0000
1543,0,0.0000
1544,0,0.0000
1545,0,0.0000
1547,0,0.0000
1548,0,0.0000
1549,0,0.0000
1551,0,0.0000
1552,0,0.0000
1554,0,0.0000
1555,0,0.0000
1556,0,0.0000
1558,0,0.0000
1559,0,0.0000
1561,0,0.0000
1562,0,0.0000
1563,0,0.0000
1565,0,0.0000
1566,0,0.0000
1568,0,0.0000
1569,0,0.0000
1570,0,0.0000
1572,0,0.0000
1573,0,0.0000
1575,0,0.0000
1576,0,0.0000
1577,0,0.0000
1579,0,0.0000
1580,0,0.0000
1582,0,0.0000
1583,0,0.0000
1588,0,0.0000
1589,0,0.0000
1591,0,0.0000
1592,0,0.0000
1594,0,0.0000
1595,0,0.0000
1596,0,0.0000
1598,0,0.0000
1599,0,0.0000
1601,0,0.0000
1602,0,0.0000
1603,0,0.0000
1605,0,0.0000
1606,0,0.0000
1608,0,0.0000
1609,0,0.0000
1610,0,0.0000
1612,0,0.0000
1613,0,0.0000
1615,0,0.0000
1616,0,0.0000
1617,0,0.0000
1619,0,0.0000
1620,0,0.0000
1621,0,0.0000
1623,0,0.0000
1624,0,0.0000
1626,0,0.0000
1627,0,0.0000
1628,0,0.0000
1630,0,0.0000
1631,0,0.0000
1633,0,0.0000
1634,0,0.0000
1635,0,0.0000
1637,0,0.0000
1638,0,0.0000
1640,0,0.0000
1641,0,0.0000
1642,0,0.0000
1644,0,0.0000
1645,0,0.0000
1647,0,0.0000
1648,0,0.0000
1649,0,0.0000
1651,0,0.0000
1652,0,0.0000
1653,0,0.0000
1655,0,0.0000
1656,0,0.0000
1658,0,0.0000
1659,0,0.0000
1660,0,0.0000
1662,0,0.0000
1663,0,0.0000
1665,0,0.0000
1666,0,0.0000
1667,0,0.0000
1669,0,0.0000
1670,0,0.0000
1672,0,0.0000
1673,0,0.0000
1674,0,0.0000
1676,0,0.0000
1677,0,0.0000
1679,0,0.0000
1680,0,0.0000
1681,0,0.0000
1683,0,0.0000
1684,0,0.0000
1685,0,0.0000
1687,0,0.0000
1688,0,0.0000
1693,0,0.0000
1695,0,0.0000
1696,0,0.0000
1698,0,0.0000
1699,0,0.0000
1700,0,0.0000
1702,0,0.0000
1703,0,0.0000
1705,0,0.0000
1706,0,0.0000
1707,0,0.0000
1709,0,0.0000
1710,0,0.0000
1711,0,0.0000
1713,0,0.0000
1714,0,0.0000
1716,0,0.0000
1717,0,0.0000
1718,0,0.0000
1720,0,0.0000
1721,0,0.0000
1723,0,0.0000
1724,0,0.0000
1725,0,0.0000
1727,0,0.0000
1728,0,0.0000
1730,0,0.0000
1731,0,0.0000
1732,0,0.0000
1734,0,0.0000
1735,0,0.0000
1737,0,0.0000
1738,0,0.0000
1739,0,0.0000
1741,0,0.0000
1742,0,0.0000
1744,0,0.0000
1745,0,0.0000
1746,0,0.0000
1748,0,0.0000
1749,0,0.0000
1750,0,0.0000
1752,0,0.0000
1753,0,0.0000
1755,0,0.0000
1756,0,0.0000
1757,0,0.0000
1759,0,0.0000
1760,0,0.0000
1762,0,0.0000
1763,0,0.0000
1764,0,0.0000
1766,0,0.0000
1767,0,0.0000
1769,0,0.0000
1770,0,0.0000
1771,0,0.0000
1773,0,0.0000
1774,0,0.0000
1776,0,0.0000
1777,0,0.0000
1778,0,0.0000
1780,0,0.0000
1781,0,0.0000
1782,0,0.0000
1784,0,0.0000
1785,0,0.0000
1787,0,0.0000
1788,0,0.0000
1789,0,0.0000
1791,0,0.0000
1792,0,0.0000
1794,0,0.0000
1798,0,0.0000
1800,0,0.0000
1802,0,0.0000
1803,0,0.0000
1804,0,0.0000
1806,0,0.0000
1807,0,0.0000
1809,0,0.0000
1810,0,0.0000
1811,0,0.0000
1813,0,0.0000
1814,0,0.0000
1815,0,0.0000
1817,0,0.0000
1818,0,0.0000
1820,0,0.0000
1821,0,0.0000
1822,0,0.0000
1824,0,0.0000
1825,0,0.0000
1827,0,0.0000
1828,0,0.0000
1829,0,0.0000
1831,0,0.0000
1832,0,0.0000
1834,0,0.0000
1835,0,0.0000
1836,0,0.0000
1838,0,0.0000
1839,0,0.0000
1841,0,0.0000
1842,0,0.0000
1843,0,0.0000
1845,0,0.0000
1846,0,0.0000
1847,0,0.0000
1849,0,0.0000
1850,0,0.0000
1852,0,0.0000
1853,0,0.0000
1854,0,0.0000
1856,0,0.0000
1857,0,0.0000
1859,0,0.0000
1860,0,0.0000
1861,0,0.0000
1863,0,0.0000
1864,0,0.0000
1866,0,0.0000
1867,0,0.0000
1868,0,0.0000
1870,0,0.0000
1871,0,0.0000
1873,0,0.0000
1874,0,0.0000
1875,0,0.0000
1877,0,0.0000
1878,0,0.0000
1879,0,0.0000
1881,0,0.0000
1882,0,0.0000
1884,0,0.0000
1885,0,0.0000
1886,0,0.0000
1888,0,0.0000
1889,0,0.0000
1891,0,0.0000
1892,0,0.0000
1893,0,0.0000
1895,0,0.0000
1896,0,0.0000
1898,0,0.0000
1899,0,0.0000
1938,0,0.0000
1940,0,0.0000
1941,0,0.0000
1943,0,0.0000
1944,0,0.0000
1946,0,0.0000
1947,0,0.0000
1948,0,0.0000
1950,0,0.0000
1951,0,0.0000
1953,0,0.0000
1954,0,0.0000
1955,0,0.0000
1957,0,0.0000
1958,0,0.0000
1960,0,0.0000
1961,0,0.0000
1962,0,0.0000
1964,0,0.0000
1965,0,0.0000
1967,0,0.0000
1968,0,0.0000
1969,0,0.0000
1971,0,0.0000
1972,0,0.0000
1974,0,0.0000
1975,0,0.0000
1976,0,0.0000
1978,0,0.0000
1979,0,0.0000
1981,0,0.0000
1982,0,0.0000
1983,0,0.0000
1985,0,0.0000
1986,0,0.0000
1987,0,0.0000
1989,0,0.0000
1990,0,0.0000
1992,0,0.0000
1993,0,0.0000
1994,0,0.0000
1996,0,0.0000
1997,0,0.0000
1999,0,0.0000
2000,0,0.0000
2001,0,0.0000
2004,10,0.0000
2005,10,0.0000
2007,10,0.0000
2008,10,0.0000
2009,10,0.0000
2011,10,0.0000
2012,10,0.0000
2013,10,0.0000
2015,10,0.0000
2016,10,0.0000
2018,10,0.0000
2019,10,0.0000
2020,10,0.0000
2022,10,0.0000
2023,10,0.0000
2025,10,0.0000
2026,10,0.0000
2027,10,0.0000
2029,10,0.0000
2030,10,0.0000
2032,10,0.0000
2033,10,0.0000
2034,10,0.0000
2036,10,0.0000
2037,10,0.0000
2042,10,0.0000
2044,10,0.0000
2045,10,0.0000
2046,10,0.0000
2048,10,0.0000
2049,10,0.0000
2051,10,0.0000
2052,10,0.0000
2053,10,0.0000
2055,10,0.0000
2056,10,0.0000
2058,10,0.0000
2059,10,0.0000
2060,10,0.0000
2062,10,0.0000
2063,10,0.0000
2064,10,0.0000
2066,10,0.0000
2067,10,0.0000
2069,10,0.0000
2070,10,0.0000
2071,10,0.0000
2073,10,0.0000
2074,10,0.0000
2076,10,0.0000
2077,10,0.0000
2078,10,0.0000
2080,10,0.0000
2081,10,0.0000
2083,10,0.0000
2084,10,0.0000
2085,10,0.0000
2087,10,0.0000
2088,10,0.0000
2089,10,0.0000
2091,10,0.0000
2092,10,0.0000
2094,10,0.0000
2095,10,0.0000
2096,10,0.0000
2098,10,0.0000
2099,10,0.0000
2101,10,0.0000
2102,10,0.0000
2103,10,0.0000
2105,10,0.0000
2106,10,0.0000
2108,10,0.0000
2109,10,0.0000
2110,10,0.0000
2112,10,0.0000
2113,10,0.0000
2114,10,0.0000
2116,10,0.0000
2117,10,0.0000
2119,10,0.0000
2120,10,0.0000
2121,10,0.0000
2123,10,0.0000
2124,10,0.0000
2126,10,0.0000
2127,10,0.0000
2128,10,0.0000
2130,10,0.0000
2131,10,0.0000
2133,10,0.0000
2134,10,0.0000
2135,10,0.0000
2140,10,0.0000
2142,10,0.0000
2143,10,0.0000
2145,10,0.0000
2146,10,0.0000
2147,10,0.0000
2149,10,0.0000
2150,10,0.0000
2152,10,0.0000
2153,10,0.0000
2154,10,0.0000
2156,10,0.0000
2157,10,0.0000
2158,10,0.0000
2160,10,0.0000
2161,10,0.0000
2163,10,0.0000
2164,10,0.0000
2165,10,0.0000
2167,10,0.0000
2168,10,0.0000
2170,10,0.0000
2171,10,0.0000
2172,10,0.0000
2174,10,0.0000
2175,10,0.0000
2177,10,0.0000
2178,10,0.0000
2179,10,0.0000
2181,10,0.0000
2182,10,0.0000
2183,10,0.0000
2185,10,0.0000
2186,10,0.0000
2188,10,0.0000
2189,10,0.0000
2190,10,0.0000
2192,10,0.0000
2193,10,0.0000
2195,10,0.0000
2196,10,0.0000
2197,10,0.0000
2199,10,0.0000
2200,10,0.0000
2202,10,0.0000
2203,10,0.0000
2204,10,0.0000
2206,10,0.0000
2207,10,0.0000
2208,10,0.0000
2210,10,0.0000
2211,10,0.0000
2213,10,0.0000
2214,10,0.0000
2215,10,0.0000
2217,10,0.0000
2218,10,0.0000
2220,10,0.0000
2221,10,0.0000
2222,10,0.0000
2224,10,0.0000
2225,10,0.0000
2227,10,0.0000
2228,10,0.0000
2229,10,0.0000
2231,10,0.0000
2232,10,0.0000
2233,10,0.0000
2238,10,0.0000
2240,10,0.0000
2241,10,0.0000
2243,10,0.0000
2244,10,0.0000
2246,10,0.0000
2247,10,0.0000
2248,10,0.0000
2250,10,0.0000
2251,10,0.0000
2253,10,0.0000
2254,10,0.0000
2255,10,0.0000
2257,10,0.0000
2258,10,0.0000
2259,10,0.0000
2261,10,0.0000
2262,10,0.0000
2264,10,0.0000
2265,10,0.0000
2266,10,0.0000
2268,10,0.0000
2269,10,0.0000
2271,10,0.0000
2272,10,0.0000
2273,10,0.0000
2275,10,0.0000
2276,10,0.0000
2278,10,0.0000
2279,10,0.0000
2280,10,0.0000
2282,10,0.0000
2283,10,0.0000
2284,10,0.0000
2286,10,0.0000
